"   MODEL_1"

"Time      "	"U1Rx      "	"U1Rz      "	"U2Rx      "	"U2Rz      "	"U3Rx      "	"U3Rz      "	"acl_x_local"	"acl_y_local"	"acl_z_local"	"alpha_x_global"	"alpha_y_global"	"alpha_z_global"	"J1_fx     "	"J1_fy     "	"J1_fz     "	"J1_MEA_1  "	"J2_fx     "	"J2_fy     "	"J2_fz     "	"J3_fx     "	"J3_fy     "	"J3_fz     "	"omega_x_global"	"omega_y_global"	"omega_z_global"	"J1_ax     "	"J1_ay     "	"J1_az     "	"J1_rx     "	"J1_ry     "	"J1_rz     "	"J1_vx     "	"J1_vy     "	"J1_vz     "	"J2_ax     "	"J2_ay     "	"J2_az     "	"J2_rx     "	"J2_ry     "	"J2_rz     "	"J2_vx     "	"J2_vy     "	"J2_vz     "	"J3_ax     "	"J3_ay     "	"J3_az     "	"J3_rx     "	"J3_ry     "	"J3_rz     "	"J3_vx     "	"J3_vy     "	"J3_vz     "
0.000000e+00	-4.785731e-03	1.097263e+00	-3.921711e-01	-1.055333e+00	6.421899e-01	8.218132e-01	-4.395798e-16	5.337408e-18	6.289924e-17	6.064798e-01	9.749886e-01	2.491465e+00	-1.324585e+05	6.991102e+04	1.301651e+04	6.289924e-17	1.976992e+05	1.014470e+05	-8.204493e+04	-7.630757e+04	6.697738e+04	5.280974e+04	9.916687e-01	8.907341e-01	1.534010e+00	-1.959226e-01	-3.703210e-01	2.514180e+00	-4.385956e-01	4.867087e-01	-3.985007e-01	-1.959226e-01	-3.703210e-01	2.514180e+00	-4.160579e+00	2.057520e+01	1.756217e+00	4.522656e-01	4.870615e-01	-2.705702e-01	-8.251173e-02	8.694041e-01	1.721009e+00	5.163450e-02	1.857069e+01	6.021454e-02	-3.468538e-01	4.254128e-01	3.698263e-01	5.824810e-01	-9.915140e-01	2.371677e+00
5.000000e-03	-4.464551e-02	1.094081e+00	-4.209101e-01	-1.056705e+00	6.157059e-01	8.280677e-01	4.847498e-03	-5.470347e-03	-3.132021e-02	-2.485331e+00	1.956879e+00	8.941729e-01	-1.392774e+05	7.475062e+04	9.644212e+03	-3.132021e-02	1.980661e+05	9.761130e+04	-8.427611e+04	-7.376359e+04	6.563852e+04	4.804603e+04	9.848178e-01	8.980721e-01	1.538788e+00	-2.008339e-01	-3.043400e-01	2.513489e+00	-4.395958e-01	4.850749e-01	-3.859307e-01	-2.008339e-01	-3.043400e-01	2.513489e+00	-4.014704e+00	1.941040e+01	-1.538331e+00	4.518017e-01	4.916585e-01	-2.619664e-01	-9.963586e-02	9.452497e-01	1.719434e+00	7.468748e-01	2.072103e+01	-2.252105e+00	-3.439380e-01	4.207014e-01	3.816666e-01	5.875810e-01	-9.130863e-01	2.364186e+00
1.000000e-02	-8.391349e-02	1.090794e+00	-4.501647e-01	-1.058369e+00	5.896743e-01	8.344270e-01	-7.119609e-01	5.688870e-01	-7.984994e-02	-4.913008e+00	2.846575e+00	-8.195970e-01	-1.325584e+05	7.222342e+04	5.330008e+03	-7.984994e-02	1.799855e+05	8.489021e+04	-7.835955e+04	-6.351308e+04	5.720695e+04	3.884116e+04	9.628356e-01	9.116441e-01	1.536736e+00	-2.073119e-01	-2.257570e-01	2.501275e+00	-4.406353e-01	4.838724e-01	-3.734102e-01	-2.073119e-01	-2.257570e-01	2.501275e+00	-3.399511e+00	1.532407e+01	-4.344040e+00	4.512402e-01	4.967249e-01	-2.534398e-01	-1.176924e-01	1.029308e+00	1.700577e+00	1.792158e+00	1.962600e+01	-4.116724e+00	-3.409936e-01	4.165280e-01	3.934250e-01	5.952594e-01	-8.109702e-01	2.345596e+00
1.500000e-02	-1.223702e-01	1.087412e+00	-4.796216e-01	-1.060311e+00	5.642886e-01	8.409432e-01	-1.125693e+00	8.848366e-01	-1.429131e-01	-6.996227e+00	3.383352e+00	-2.116721e+00	-1.284698e+05	7.094128e+04	1.453327e+03	-1.429131e-01	1.666815e+05	7.498393e+04	-7.406212e+04	-5.607939e+04	5.103502e+04	3.212234e+04	9.279781e-01	9.287834e-01	1.526023e+00	-2.113917e-01	-1.632903e-01	2.478464e+00	-4.417117e-01	4.830849e-01	-3.610243e-01	-2.113917e-01	-1.632903e-01	2.478464e+00	-3.031607e+00	1.231662e+01	-6.632887e+00	4.505875e-01	5.022047e-01	-2.451077e-01	-1.329076e-01	1.090810e+00	1.667454e+00	2.339485e+00	1.906077e+01	-5.704290e+00	-3.379979e-01	4.129498e-01	4.050204e-01	6.071257e-01	-7.158935e-01	2.317053e+00
2.000000e-02	-1.599180e-01	1.083946e+00	-5.090775e-01	-1.062511e+00	5.396394e-01	8.476660e-01	7.908024e-02	-1.543530e-01	-4.521234e-02	-1.048711e+01	4.910173e+00	-3.663030e+00	-1.539812e+05	8.604364e+04	-2.674856e+03	-4.521234e-02	1.895241e+05	8.105239e+04	-8.570724e+04	-6.022108e+04	5.526574e+04	3.222864e+04	8.757304e-01	9.536770e-01	1.507496e+00	-2.180858e-01	-8.417464e-02	2.442155e+00	-4.428220e-01	4.826919e-01	-3.488197e-01	-2.180858e-01	-8.417464e-02	2.442155e+00	-3.350094e+00	1.459539e+01	-1.089337e+01	4.498504e-01	5.080480e-01	-2.370475e-01	-1.497153e-01	1.163643e+00	1.613039e+00	2.777283e+00	2.490500e+01	-8.284091e+00	-3.349300e-01	4.099912e-01	4.164083e-01	6.212906e-01	-5.916614e-01	2.275595e+00
2.500000e-02	-1.964785e-01	1.080406e+00	-5.383631e-01	-1.064956e+00	5.157869e-01	8.546295e-01	9.458993e-02	-1.864410e-01	-3.461661e-02	-1.242007e+01	5.689399e+00	-4.879839e+00	-1.557854e+05	8.796400e+04	-7.131845e+03	-3.461661e-02	1.829048e+05	7.411850e+04	-8.393780e+04	-5.416112e+04	5.002515e+04	2.701102e+04	8.138502e-01	9.825299e-01	1.482836e+00	-2.242651e-01	-1.001093e-02	2.397857e+00	-4.439636e-01	4.826685e-01	-3.368363e-01	-2.242651e-01	-1.001093e-02	2.397857e+00	-3.124777e+00	1.263906e+01	-1.339319e+01	4.490347e-01	5.142054e-01	-2.293215e-01	-1.653926e-01	1.226659e+00	1.546126e+00	3.270652e+00	2.524519e+01	-9.794269e+00	-3.317769e-01	4.076606e-01	4.275510e-01	6.379929e-01	-4.657531e-01	2.226585e+00
3.000000e-02	-2.319895e-01	1.076800e+00	-5.673308e-01	-1.067635e+00	4.927709e-01	8.618578e-01	1.091924e-01	-2.100876e-01	-2.453598e-02	-1.397884e+01	6.234143e+00	-5.880008e+00	-1.561512e+05	8.897749e+04	-1.153331e+04	-2.453598e-02	1.751252e+05	6.702667e+04	-8.131505e+04	-4.804121e+04	4.457233e+04	2.226641e+04	7.441981e-01	1.014154e+00	1.453132e+00	-2.300022e-01	5.850195e-02	2.346840e+00	-4.451343e-01	4.829864e-01	-3.251078e-01	-2.300022e-01	5.850195e-02	2.346840e+00	-2.935942e+00	1.067066e+01	-1.544974e+01	4.481451e-01	5.206275e-01	-2.219813e-01	-1.801136e-01	1.279808e+00	1.468929e+00	3.573262e+00	2.516181e+01	-1.105874e+01	-3.285303e-01	4.059556e-01	4.384168e-01	6.562653e-01	-3.402706e-01	2.171259e+00
3.500000e-02	-2.664037e-01	1.073136e+00	-5.958561e-01	-1.070538e+00	4.706136e-01	8.693663e-01	1.230180e-01	-2.259202e-01	-1.526495e-02	-1.518164e+01	6.543869e+00	-6.673810e+00	-1.552564e+05	8.917227e+04	-1.576896e+04	-1.526495e-02	1.666068e+05	6.003423e+04	-7.803943e+04	-4.206992e+04	3.913383e+04	1.807017e+04	6.685437e-01	1.047360e+00	1.419420e+00	-2.353275e-01	1.209559e-01	2.290311e+00	-4.463319e-01	4.836150e-01	-3.136616e-01	-2.353275e-01	1.209559e-01	2.290311e+00	-2.777201e+00	8.745182e+00	-1.706381e+01	4.471858e-01	5.272660e-01	-2.150671e-01	-1.940227e-01	1.323318e+00	1.383659e+00	3.699204e+00	2.472887e+01	-1.209141e+01	-3.251868e-01	4.048657e-01	4.489801e-01	6.752115e-01	-2.169477e-01	2.110781e+00
4.000000e-02	-2.998291e-01	1.069426e+00	-6.240060e-01	-1.073658e+00	4.492262e-01	8.771712e-01	6.438568e-02	-1.144322e-01	-3.665941e-03	-1.572310e+01	6.753331e+00	-7.218435e+00	-1.512712e+05	8.748080e+04	-1.950846e+04	-3.665941e-03	1.554012e+05	5.253604e+04	-7.322883e+04	-3.530651e+04	3.287014e+04	1.400783e+04	5.792708e-01	1.088738e+00	1.378804e+00	-2.431907e-01	1.963757e-01	2.222846e+00	-4.475526e-01	4.845398e-01	-3.024758e-01	-2.431907e-01	1.963757e-01	2.222846e+00	-2.578573e+00	6.598834e+00	-1.805015e+01	4.461608e-01	5.341066e-01	-2.085636e-01	-2.092879e-01	1.374230e+00	1.278540e+00	3.816551e+00	2.345058e+01	-1.264801e+01	-3.217428e-01	4.043589e-01	4.592610e-01	6.966945e-01	-7.140915e-02	2.039426e+00
4.500000e-02	-3.322084e-01	1.065678e+00	-6.516652e-01	-1.076988e+00	4.286339e-01	8.852743e-01	5.341418e+00	-4.071877e+00	1.024840e+00	-2.709016e+01	1.355914e+01	-1.267163e+01	-2.610723e+05	1.518737e+05	-4.072657e+04	1.024840e+00	2.521529e+05	7.969757e+04	-1.192083e+05	-4.762271e+04	4.429856e+04	1.739246e+04	4.807716e-01	1.133863e+00	1.332786e+00	-2.518329e-01	2.727638e-01	2.147077e+00	-4.487946e-01	4.857296e-01	-2.915785e-01	-2.518329e-01	2.727638e-01	2.147077e+00	-4.165511e+00	1.658605e+01	-3.413265e+01	4.450731e-01	5.411027e-01	-2.025040e-01	-2.246350e-01	1.421274e+00	1.160175e+00	5.903732e+00	4.532887e+01	-2.179511e+01	-3.182011e-01	4.044216e-01	4.692331e-01	7.191895e-01	8.104039e-02	1.959911e+00
5.000000e-02	-3.635482e-01	1.061899e+00	-6.787980e-01	-1.080523e+00	4.088170e-01	8.936765e-01	-1.271745e+00	9.655095e-01	-2.596523e-01	-1.364414e+01	4.695280e+00	-6.594088e+00	-1.151793e+05	6.734430e+04	-2.103868e+04	-2.596523e-01	1.107858e+05	3.261802e+04	-5.240731e+04	-2.116525e+04	1.963950e+04	7.088759e+03	4.025146e-01	1.164442e+00	1.295661e+00	-2.547962e-01	3.142140e-01	2.086683e+00	-4.500552e-01	4.871602e-01	-2.809772e-01	-2.547962e-01	3.142140e-01	2.086683e+00	-1.867813e+00	3.866710e-01	-1.518775e+01	4.439258e-01	5.482219e-01	-1.968969e-01	-2.360049e-01	1.438667e+00	1.070273e+00	2.948071e+00	1.553640e+01	-1.131012e+01	-3.145656e-01	4.050314e-01	4.788895e-01	7.364354e-01	1.839051e-01	1.895856e+00
5.500000e-02	-3.937993e-01	1.058097e+00	-7.053081e-01	-1.084258e+00	3.897928e-01	9.023689e-01	-3.127598e-01	2.847236e-01	-6.339219e-02	-1.589762e+01	5.553778e+00	-7.784533e+00	-1.319126e+05	7.746700e+04	-2.755736e+04	-6.339219e-02	1.213593e+05	3.316135e+04	-5.729444e+04	-1.978794e+04	1.828841e+04	6.053769e+03	3.234282e-01	1.193143e+00	1.257327e+00	-2.570130e-01	3.490003e-01	2.024445e+00	-4.513318e-01	4.887996e-01	-2.706952e-01	-2.570130e-01	3.490003e-01	2.024445e+00	-2.045182e+00	9.353337e-01	-1.831296e+01	4.427216e-01	5.554197e-01	-1.917636e-01	-2.465996e-01	1.447589e+00	9.792584e-01	3.052356e+00	1.859227e+01	-1.332455e+01	-3.108443e-01	4.061679e-01	4.882088e-01	7.523628e-01	2.801882e-01	1.830098e+00
6.000000e-02	-4.229468e-01	1.054283e+00	-7.311438e-01	-1.088189e+00	3.715557e-01	9.113405e-01	1.648775e-01	-1.182131e-01	3.626244e-02	-1.722043e+01	5.470422e+00	-8.469337e+00	-1.381807e+05	8.145794e+04	-3.243241e+04	3.626244e-02	1.227491e+05	3.100970e+04	-5.768906e+04	-1.756731e+04	1.614832e+04	4.888178e+03	2.396609e-01	1.220955e+00	1.216293e+00	-2.593191e-01	3.824873e-01	1.956994e+00	-4.526215e-01	4.906202e-01	-2.607445e-01	-2.593191e-01	3.824873e-01	1.956994e+00	-2.076481e+00	5.229188e-01	-1.988845e+01	4.414637e-01	5.626594e-01	-1.871103e-01	-2.570357e-01	1.452309e+00	8.826217e-01	2.732675e+00	1.968123e+01	-1.463469e+01	-3.070462e-01	4.078059e-01	4.971800e-01	7.667990e-01	3.779045e-01	1.759406e+00
6.500000e-02	-4.509831e-01	1.050467e+00	-7.562654e-01	-1.092308e+00	3.540965e-01	9.205769e-01	1.144822e-02	7.850907e-03	1.793176e-03	-1.680360e+01	4.614271e+00	-8.365565e+00	-1.299146e+05	7.684252e+04	-3.378445e+04	1.793176e-03	1.122450e+05	2.611102e+04	-5.238711e+04	-1.411223e+04	1.288503e+04	3.554830e+03	1.557124e-01	1.245598e+00	1.174721e+00	-2.608852e-01	4.108539e-01	1.888084e+00	-4.539206e-01	4.925959e-01	-2.511340e-01	-2.608852e-01	4.108539e-01	1.888084e+00	-1.876661e+00	-1.010336e+00	-1.918267e+01	4.401556e-01	5.699071e-01	-1.829377e-01	-2.667591e-01	1.450525e+00	7.864632e-01	2.236975e+00	1.786956e+01	-1.451967e+01	-3.031817e-01	4.099183e-01	5.057954e-01	7.790676e-01	4.700668e-01	1.687450e+00
7.000000e-02	-4.779065e-01	1.046660e+00	-7.806427e-01	-1.096608e+00	3.374042e-01	9.300617e-01	1.005966e-02	9.478550e-03	1.220721e-03	-1.666588e+01	3.869490e+00	-8.387718e+00	-1.247657e+05	7.401926e+04	-3.554709e+04	1.220721e-03	1.050113e+05	2.239904e+04	-4.855869e+04	-1.141343e+04	1.033802e+04	2.589241e+03	7.216115e-02	1.266700e+00	1.132899e+00	-2.616490e-01	4.344033e-01	1.818152e+00	-4.552253e-01	4.947018e-01	-2.418699e-01	-2.616490e-01	4.344033e-01	1.818152e+00	-1.713068e+00	-2.164700e+00	-1.883072e+01	4.388009e-01	5.771316e-01	-1.792413e-01	-2.757020e-01	1.442725e+00	6.916372e-01	1.761682e+00	1.671989e+01	-1.464333e+01	-2.992618e-01	4.124772e-01	5.140497e-01	7.890262e-01	5.565462e-01	1.614659e+00
7.500000e-02	-5.037203e-01	1.042873e+00	-8.042527e-01	-1.101082e+00	3.214667e-01	9.397765e-01	8.518233e-03	1.071025e-02	6.767085e-04	-1.644112e+01	3.082997e+00	-8.366187e+00	-1.193919e+05	7.102679e+04	-3.692455e+04	6.767085e-04	9.817092e+04	1.911381e+04	-4.487709e+04	-9.116972e+03	8.182919e+03	1.851937e+03	-1.050910e-02	1.283997e+00	1.091067e+00	-2.615654e-01	4.534444e-01	1.747588e+00	-4.565316e-01	4.969146e-01	-2.329566e-01	-2.615654e-01	4.534444e-01	1.747588e+00	-1.536220e+00	-3.224936e+00	-1.834972e+01	4.374038e-01	5.843040e-01	-1.760130e-01	-2.837976e-01	1.429386e+00	5.988589e-01	1.277410e+00	1.556879e+01	-1.469362e+01	-2.952982e-01	4.154543e-01	5.219394e-01	7.965978e-01	6.372940e-01	1.541421e+00
8.000000e-02	-5.284323e-01	1.039119e+00	-8.270782e-01	-1.105718e+00	3.062713e-01	9.497014e-01	6.901687e-03	1.159517e-02	1.632848e-04	-1.614600e+01	2.272810e+00	-8.308113e+00	-1.138564e+05	6.791014e+04	-3.792770e+04	1.632848e-04	9.172237e+04	1.622141e+04	-4.136297e+04	-7.196746e+03	6.394047e+03	1.300420e+03	-9.190211e-02	1.297325e+00	1.049428e+00	-2.606094e-01	4.682792e-01	1.676738e+00	-4.578351e-01	4.992126e-01	-2.243964e-01	-2.606094e-01	4.682792e-01	1.676738e+00	-1.348035e+00	-4.196283e+00	-1.776522e+01	4.359687e-01	5.913976e-01	-1.732412e-01	-2.909859e-01	1.410963e+00	5.087116e-01	7.930767e-01	1.442676e+01	-1.467928e+01	-2.913029e-01	4.188210e-01	5.294632e-01	8.017568e-01	7.123240e-01	1.468079e+00
8.500000e-02	-5.520538e-01	1.035408e+00	-8.491063e-01	-1.110508e+00	2.918056e-01	9.598161e-01	5.257009e-03	1.219070e-02	-3.209845e-04	-1.579441e+01	1.454564e+00	-8.218790e+00	-1.082166e+05	6.470969e+04	-3.857231e+04	-3.209845e-04	8.565743e+04	1.368704e+04	-3.802993e+04	-5.624489e+03	4.941843e+03	8.972819e+02	-1.716971e-01	1.306601e+00	1.008153e+00	-2.587764e-01	4.791951e-01	1.605903e+00	-4.591314e-01	5.015754e-01	-2.161900e-01	-2.587764e-01	4.791951e-01	1.605903e+00	-1.151105e+00	-5.083835e+00	-1.709946e+01	4.345000e-01	5.983881e-01	-1.709118e-01	-2.972178e-01	1.387886e+00	4.216608e-01	3.156837e-01	1.330128e+01	-1.460775e+01	-2.872879e-01	4.225490e-01	5.366212e-01	8.045183e-01	7.816951e-01	1.394941e+00
9.000000e-02	-5.745992e-01	1.031753e+00	-8.703270e-01	-1.115438e+00	2.780574e-01	9.700993e-01	3.619070e-03	1.254686e-02	-7.767485e-04	-1.539793e+01	6.417151e-01	-8.102188e+00	-1.025255e+05	6.146216e+04	-3.887869e+04	-7.767485e-04	7.996443e+04	1.147648e+04	-3.488633e+04	-4.370635e+03	3.794348e+03	6.101874e+02	-2.496371e-01	1.311817e+00	9.673890e-01	-2.560824e-01	4.864605e-01	1.535351e+00	-4.604164e-01	5.039841e-01	-2.083367e-01	-2.560824e-01	4.864605e-01	1.535351e+00	-9.484357e-01	-5.892426e+00	-1.637185e+01	4.330028e-01	6.052532e-01	-1.690085e-01	-3.024575e-01	1.360562e+00	3.380677e-01	-1.492963e-01	1.219772e+01	-1.448559e+01	-2.832649e-01	4.266101e-01	5.434150e-01	8.049289e-01	8.455000e-01	1.322276e+00
9.500000e-02	-5.960852e-01	1.028164e+00	-8.907324e-01	-1.120498e+00	2.650150e-01	9.805297e-01	2.016452e-03	1.270375e-02	-1.203037e-03	-1.496626e+01	-1.542542e-01	-7.961384e+00	-9.683311e+04	5.820131e+04	-3.887129e+04	-1.203037e-03	7.463026e+04	9.556959e+03	-3.193655e+04	-3.404797e+03	2.918274e+03	4.116483e+02	-3.255190e-01	1.313025e+00	9.272670e-01	-2.525614e-01	4.903231e-01	1.465313e+00	-4.616859e-01	5.064211e-01	-2.008346e-01	-2.525614e-01	4.903231e-01	1.465313e+00	-7.432162e-01	-6.626623e+00	-1.559936e+01	4.314819e-01	6.119725e-01	-1.675134e-01	-3.066843e-01	1.329375e+00	2.582025e-01	-5.975977e-01	1.111995e+01	-1.431878e+01	-2.792457e-01	4.309769e-01	5.498476e-01	8.030601e-01	9.038551e-01	1.250323e+00
1.000000e-01	-6.165306e-01	1.024651e+00	-9.103153e-01	-1.125675e+00	2.526676e-01	9.910856e-01	4.733111e-04	1.269282e-02	-1.597518e-03	-1.450762e+01	-9.236505e-01	-7.798914e+00	-9.118663e+04	5.495826e+04	-3.857828e+04	-1.597518e-03	6.964144e+04	7.897590e+03	-2.918185e+04	-2.696088e+03	2.279810e+03	2.786996e+02	-3.991848e-01	1.310333e+00	8.879016e-01	-2.482644e-01	4.910099e-01	1.395997e+00	-4.629357e-01	5.088697e-01	-1.936806e-01	-2.482644e-01	4.910099e-01	1.395997e+00	-5.386362e-01	-7.290776e+00	-1.479689e+01	4.299424e-01	6.185277e-01	-1.664077e-01	-3.098933e-01	1.294685e+00	1.822552e-01	-1.025901e+00	1.007079e+01	-1.411290e+01	-2.752413e-01	4.356225e-01	5.559231e-01	7.990026e-01	9.568945e-01	1.179294e+00
1.050000e-01	-6.359554e-01	1.021223e+00	-9.290689e-01	-1.130954e+00	2.410051e-01	1.001746e+00	-9.900735e-04	1.253904e-02	-1.957167e-03	-1.402902e+01	-1.658406e+00	-7.617038e+00	-8.563057e+04	5.176168e+04	-3.803092e+04	-1.957167e-03	6.498466e+04	6.469591e+03	-2.662095e+04	-2.213381e+03	1.845308e+03	1.925233e+02	-4.705153e-01	1.303893e+00	8.493960e-01	-2.432558e-01	4.887279e-01	1.327581e+00	-4.641623e-01	5.113148e-01	-1.868707e-01	-2.432558e-01	4.887279e-01	1.327581e+00	-3.377314e-01	-7.889080e+00	-1.397754e+01	4.283893e-01	6.249021e-01	-1.656714e-01	-3.120947e-01	1.256832e+00	1.103453e-01	-1.431634e+00	9.052348e+00	-1.387330e+01	-2.712623e-01	4.405208e-01	5.616464e-01	7.928622e-01	1.004765e+00	1.109370e+00
1.100000e-01	-6.543805e-01	1.017888e+00	-9.469862e-01	-1.136324e+00	2.300187e-01	1.012489e+00	-2.357005e-03	1.226286e-02	-2.278868e-03	-1.353646e+01	-2.351940e+00	-7.417933e+00	-8.020652e+04	4.863782e+04	-3.726292e+04	-2.278868e-03	6.064700e+04	5.246350e+03	-2.425053e+04	-1.925576e+03	1.581860e+03	1.380489e+02	-5.394241e-01	1.293890e+00	8.118416e-01	-2.376109e-01	4.836657e-01	1.260222e+00	-4.653624e-01	5.137418e-01	-1.804000e-01	-2.376109e-01	4.836657e-01	1.260222e+00	-1.432680e-01	-8.425625e+00	-1.315281e+01	4.268277e-01	6.310805e-01	-1.652843e-01	-3.133132e-01	1.216136e+00	4.253067e-02	-1.812814e+00	8.066259e+00	-1.360516e+01	-2.673190e-01	4.456461e-01	5.670234e-01	7.847561e-01	1.047624e+00	1.040708e+00
1.150000e-01	-6.718275e-01	1.014652e+00	-9.640591e-01	-1.141769e+00	2.197005e-01	1.023294e+00	-3.614267e-03	1.188190e-02	-2.559978e-03	-1.303517e+01	-2.999031e+00	-7.203826e+00	-7.495277e+04	4.561045e+04	-3.630973e+04	-2.559978e-03	5.661591e+04	4.203431e+03	-2.206550e+04	-1.801906e+03	1.457834e+03	1.035435e+02	-6.058532e-01	1.280545e+00	7.753188e-01	-2.314130e-01	4.759955e-01	1.194054e+00	-4.665329e-01	5.161373e-01	-1.742630e-01	-2.314130e-01	4.759955e-01	1.194054e+00	4.234286e-02	-8.904447e+00	-1.233281e+01	4.252622e-01	6.370496e-01	-1.652260e-01	-3.135861e-01	1.172896e+00	-2.118525e-02	-2.167944e+00	7.113814e+00	-1.331354e+01	-2.634207e-01	4.509739e-01	5.720607e-01	7.748106e-01	1.085635e+00	9.734387e-01
1.200000e-01	-6.883180e-01	1.011521e+00	-9.802782e-01	-1.147278e+00	2.100440e-01	1.034140e+00	-4.751934e-03	1.141210e-02	-2.798708e-03	-1.252974e+01	-3.595717e+00	-6.977067e+00	-6.990389e+04	4.270077e+04	-3.520767e+04	-2.798708e-03	5.287909e+04	3.318522e+03	-2.005933e+04	-1.812276e+03	1.443336e+03	8.019911e+01	-6.697695e-01	1.264097e+00	7.398965e-01	-2.247502e-01	4.658751e-01	1.129188e+00	-4.676714e-01	5.184887e-01	-1.684535e-01	-2.247502e-01	4.658751e-01	1.129188e+00	2.171008e-01	-9.329549e+00	-1.152631e+01	4.236975e-01	6.427972e-01	-1.654762e-01	-3.129620e-01	1.127390e+00	-8.084629e-02	-2.495928e+00	6.196088e+00	-1.300335e+01	-2.595764e-01	4.564804e-01	5.767656e-01	7.631584e-01	1.118969e+00	9.076672e-01
1.250000e-01	-7.038735e-01	1.008499e+00	-9.956328e-01	-1.152836e+00	2.010439e-01	1.045007e+00	-5.763193e-03	1.086853e-02	-2.994352e-03	-1.202421e+01	-4.139193e+00	-6.740168e+00	-6.509034e+04	3.992727e+04	-3.399313e+04	-2.994352e-03	4.942433e+04	2.571370e+03	-1.822432e+04	-1.927635e+03	1.510626e+03	6.172323e+01	-7.311616e-01	1.244803e+00	7.056312e-01	-2.177129e-01	4.534503e-01	1.065719e+00	-4.687758e-01	5.207839e-01	-1.629646e-01	-2.177129e-01	4.534503e-01	1.065719e+00	3.794484e-01	-9.704912e+00	-1.074089e+01	4.221379e-01	6.483126e-01	-1.660148e-01	-3.114980e-01	1.079877e+00	-1.365374e-01	-2.796018e+00	5.314008e+00	-1.267938e+01	-2.557943e-01	4.621426e-01	5.811456e-01	7.499369e-01	1.147802e+00	8.434749e-01
1.300000e-01	-7.185149e-01	1.005588e+00	-1.010110e+00	-1.158432e+00	1.926968e-01	1.055877e+00	-6.644153e-03	1.026579e-02	-3.147374e-03	-1.152219e+01	-4.627723e+00	-6.495802e+00	-6.053804e+04	3.730573e+04	-3.270175e+04	-3.147374e-03	4.623943e+04	1.943700e+03	-1.655178e+04	-2.120359e+03	1.634462e+03	4.393889e+01	-7.900376e-01	1.222933e+00	6.725665e-01	-2.103911e-01	4.388569e-01	1.003719e+00	-4.698444e-01	5.230118e-01	-1.577894e-01	-2.103911e-01	4.388569e-01	1.003719e+00	5.282821e-01	-1.003449e+01	-9.983000e+00	4.205873e-01	6.535864e-01	-1.668224e-01	-3.092581e-01	1.030595e+00	-1.883785e-01	-3.067771e+00	4.468392e+00	-1.234623e+01	-2.520818e-01	4.679384e-01	5.852089e-01	7.352866e-01	1.172313e+00	7.809198e-01
1.350000e-01	-7.322630e-01	1.002790e+00	-1.023695e+00	-1.164052e+00	1.850006e-01	1.066728e+00	-7.393582e-03	9.618179e-03	-3.259377e-03	-1.102690e+01	-5.060559e+00	-6.246786e+00	-5.626820e+04	3.484913e+04	-3.136767e+04	-3.259377e-03	4.331206e+04	1.419126e+03	-1.503231e+04	-2.364632e+03	1.792368e+03	2.439931e+01	-8.464226e-01	1.198763e+00	6.407325e-01	-2.028725e-01	4.222227e-01	9.432439e-01	-4.708760e-01	5.251619e-01	-1.529202e-01	-2.028725e-01	4.222227e-01	9.432439e-01	6.629463e-01	-1.032219e+01	-9.258001e+00	4.190497e-01	6.586103e-01	-1.678802e-01	-3.063106e-01	9.797646e-01	-2.365195e-01	-3.311027e+00	3.659978e+00	-1.200828e+01	-2.484457e-01	4.738467e-01	5.889635e-01	7.193494e-01	1.192688e+00	7.200370e-01
1.400000e-01	-7.451373e-01	1.000106e+00	-1.036370e+00	-1.169687e+00	1.779553e-01	1.077544e+00	-8.012687e-03	8.939693e-03	-3.332983e-03	-1.054124e+01	-5.437855e+00	-5.996042e+00	-5.229715e+04	3.256766e+04	-3.002282e+04	-3.332983e-03	4.062976e+04	9.830525e+02	-1.365605e+04	-2.636795e+03	1.964814e+03	2.024205e+00	-9.003573e-01	1.172568e+00	6.101446e-01	-1.952399e-01	4.036696e-01	8.843317e-01	-4.718699e-01	5.272242e-01	-1.483495e-01	-1.952399e-01	4.036696e-01	8.843317e-01	7.832145e-01	-1.057185e+01	-8.570262e+00	4.175282e-01	6.633768e-01	-1.691700e-01	-3.027262e-01	9.275851e-01	-2.811344e-01	-3.525885e+00	2.889436e+00	-1.166968e+01	-2.448921e-01	4.798473e-01	5.924180e-01	7.022675e-01	1.209114e+00	6.608408e-01
1.450000e-01	-7.571567e-01	9.975362e-01	-1.048117e+00	-1.175326e+00	1.715629e-01	1.088306e+00	-8.504806e-03	8.243835e-03	-3.371637e-03	-1.006783e+01	-5.760593e+00	-5.746551e+00	-4.863630e+04	3.046882e+04	-2.869634e+04	-3.371637e-03	3.817996e+04	6.225684e+02	-1.241282e+04	-2.915643e+03	2.135320e+03	-2.323648e+01	-9.518959e-01	1.144625e+00	5.808038e-01	-1.875703e-01	3.833148e-01	8.270033e-01	-4.728257e-01	5.291894e-01	-1.440693e-01	-1.875703e-01	3.833148e-01	8.270033e-01	8.892602e-01	-1.078724e+01	-7.923192e+00	4.160258e-01	6.678799e-01	-1.706748e-01	-2.985756e-01	8.742375e-01	-3.224169e-01	-3.712691e+00	2.157368e+00	-1.133429e+01	-2.414264e-01	4.859209e-01	5.955807e-01	6.841818e-01	1.221782e+00	6.033250e-01
