"   MODEL_1"

"Time      "	"U1Rx      "	"U1Rz      "	"U2Rx      "	"U2Rz      "	"U3Rx      "	"U3Rz      "	"acl_x_local"	"acl_y_local"	"acl_z_local"	"alpha_x_global"	"alpha_y_global"	"alpha_z_global"	"J1_fx     "	"J1_fy     "	"J1_fz     "	"J1_MEA_1  "	"J2_fx     "	"J2_fy     "	"J2_fz     "	"J3_fx     "	"J3_fy     "	"J3_fz     "	"omega_x_global"	"omega_y_global"	"omega_z_global"	"J1_ax     "	"J1_ay     "	"J1_az     "	"J1_rx     "	"J1_ry     "	"J1_rz     "	"J1_vx     "	"J1_vy     "	"J1_vz     "	"J2_ax     "	"J2_ay     "	"J2_az     "	"J2_rx     "	"J2_ry     "	"J2_rz     "	"J2_vx     "	"J2_vy     "	"J2_vz     "	"J3_ax     "	"J3_ay     "	"J3_az     "	"J3_rx     "	"J3_ry     "	"J3_rz     "	"J3_vx     "	"J3_vy     "	"J3_vz     "
3.700000e-01	-5.717543e-01	9.792277e-01	-2.842949e-01	-1.226325e+00	9.682084e-01	1.292161e+00	-2.307108e-03	-5.319466e-03	4.956540e-03	8.266731e+00	-1.687902e+01	-8.475409e+00	-8.755658e+04	7.885398e+04	-3.337247e+04	4.956540e-03	6.995146e+04	1.405630e+04	7.941479e+03	-1.253825e+04	3.082784e+03	1.782142e+03	-1.821851e+00	-9.258844e-01	-7.298785e-01	2.103629e-01	-5.178328e-01	-1.380475e+00	-4.797440e-01	4.778183e-01	-1.926933e-01	2.103629e-01	-5.178328e-01	-1.380475e+00	4.971760e+00	-1.706597e-02	6.862394e+00	4.033583e-01	5.773135e-01	-3.349287e-01	4.146759e-01	-1.421522e+00	-7.440897e-01	-5.923825e+00	-2.732484e+00	-6.362375e+00	-1.894965e-01	6.929046e-01	4.943251e-01	-2.687498e-01	5.219671e-01	-1.503594e+00
3.750000e-01	-5.527048e-01	9.820654e-01	-2.613049e-01	-1.217262e+00	1.001320e+00	1.284742e+00	2.849232e-03	-8.387033e-03	5.670468e-03	9.936758e+00	-1.655823e+01	-8.250008e+00	-9.152305e+04	8.150803e+04	-3.226249e+04	5.670468e-03	7.268694e+04	1.569968e+04	8.790797e+03	-1.310583e+04	3.033827e+03	2.053798e+03	-1.776234e+00	-1.009181e+00	-7.716650e-01	2.248167e-01	-4.892064e-01	-1.431447e+00	-4.786591e-01	4.753065e-01	-1.997184e-01	2.248167e-01	-4.892064e-01	-1.431447e+00	4.461922e+00	1.381423e+00	7.666080e+00	4.054876e-01	5.702237e-01	-3.385534e-01	4.381707e-01	-1.418075e+00	-7.077784e-01	-5.851913e+00	-2.795147e+00	-5.128959e+00	-1.909164e-01	6.954778e-01	4.867427e-01	-2.980480e-01	5.080681e-01	-1.532138e+00
3.800000e-01	-5.331592e-01	9.850996e-01	-2.402249e-01	-1.207963e+00	1.032786e+00	1.276781e+00	8.520675e-03	-1.133968e-02	6.189040e-03	1.164382e+01	-1.601969e+01	-7.969060e+00	-9.512509e+04	8.362583e+04	-3.079177e+04	6.189040e-03	7.511447e+04	1.738096e+04	9.609085e+03	-1.346576e+04	2.919156e+03	2.311962e+03	-1.722225e+00	-1.090309e+00	-8.121999e-01	2.384612e-01	-4.562099e-01	-1.477385e+00	-4.775043e-01	4.729486e-01	-2.069845e-01	2.384612e-01	-4.562099e-01	-1.477385e+00	3.872820e+00	2.772993e+00	8.425127e+00	4.077272e-01	5.631686e-01	-3.419869e-01	4.589323e-01	-1.407699e+00	-6.675879e-01	-5.694345e+00	-2.892523e+00	-3.751688e+00	-1.924806e-01	6.979801e-01	4.790347e-01	-3.267413e-01	4.937732e-01	-1.554176e+00
3.850000e-01	-5.131763e-01	9.883216e-01	-2.210418e-01	-1.198503e+00	1.062515e+00	1.268339e+00	1.435627e-02	-1.390856e-02	6.452973e-03	1.334338e+01	-1.526608e+01	-7.640836e+00	-9.824174e+04	8.510780e+04	-2.897230e+04	6.452973e-03	7.716430e+04	1.906890e+04	1.037404e+04	-1.358122e+04	2.740631e+03	2.540288e+03	-1.659759e+00	-1.168202e+00	-8.512298e-01	2.511651e-01	-4.190444e-01	-1.517467e+00	-4.762836e-01	4.707658e-01	-2.144646e-01	2.511651e-01	-4.190444e-01	-1.517467e+00	3.221075e+00	4.117123e+00	9.114334e+00	4.100625e-01	5.561821e-01	-3.452108e-01	4.766121e-01	-1.390536e+00	-6.238062e-01	-5.445244e+00	-3.021612e+00	-2.259305e+00	-1.941846e-01	7.004092e-01	4.712351e-01	-3.543916e-01	4.789207e-01	-1.569071e+00
3.900000e-01	-4.928218e-01	9.917214e-01	-2.037204e-01	-1.188955e+00	1.090451e+00	1.259485e+00	1.993242e-02	-1.583177e-02	6.426063e-03	1.498768e+01	-1.431244e+01	-7.276968e+00	-1.007727e+05	8.588460e+04	-2.683760e+04	6.426063e-03	7.878387e+04	2.073134e+04	1.106475e+04	-1.342469e+04	2.504577e+03	2.721443e+03	-1.588999e+00	-1.241838e+00	-8.885501e-01	2.628388e-01	-3.780141e-01	-1.551003e+00	-4.750021e-01	4.687781e-01	-2.221278e-01	2.628388e-01	-3.780141e-01	-1.551003e+00	2.528106e+00	5.372722e+00	9.710055e+00	4.124777e-01	5.492972e-01	-3.482082e-01	4.909556e-01	-1.366926e+00	-5.768409e-01	-5.103408e+00	-3.176931e+00	-6.895848e-01	-1.960222e-01	7.027620e-01	4.633806e-01	-3.805455e-01	4.633705e-01	-1.576355e+00
3.950000e-01	-4.721676e-01	9.952881e-01	-1.882070e-01	-1.179388e+00	1.116571e+00	1.250291e+00	2.480936e-02	-1.689939e-02	6.104077e-03	1.653008e+01	-1.318550e+01	-6.891559e+00	-1.026499e+05	8.592591e+04	-2.444074e+04	6.104077e-03	7.994434e+04	2.233844e+04	1.166380e+04	-1.298134e+04	2.221616e+03	2.838600e+03	-1.510338e+00	-1.310300e+00	-9.240189e-01	2.734417e-01	-3.335132e-01	-1.577473e+00	-4.736649e-01	4.670038e-01	-2.299402e-01	2.734417e-01	-3.335132e-01	-1.577473e+00	1.818416e+00	6.502014e+00	1.019256e+01	4.149558e-01	5.425443e-01	-3.509647e-01	5.018209e-01	-1.337403e+00	-5.272053e-01	-4.672787e+00	-3.350931e+00	9.136504e-01	-1.979846e-01	7.050348e-01	4.555097e-01	-4.047583e-01	4.470140e-01	-1.575757e+00
4.000000e-01	-4.512889e-01	9.990104e-01	-1.744324e-01	-1.169868e+00	1.140879e+00	1.240832e+00	2.859882e-02	-1.699309e-02	5.517537e-03	1.792967e+01	-1.192137e+01	-6.499851e+00	-1.038446e+05	8.524431e+04	-2.184963e+04	5.517537e-03	8.064427e+04	2.386583e+04	1.215890e+04	-1.225087e+04	1.905872e+03	2.876973e+03	-1.424381e+00	-1.372826e+00	-9.575658e-01	2.829856e-01	-2.860054e-01	-1.596567e+00	-4.722771e-01	4.654588e-01	-2.378661e-01	2.829856e-01	-2.860054e-01	-1.596567e+00	1.117334e+00	7.474265e+00	1.054800e+01	4.174796e-01	5.359512e-01	-3.534684e-01	5.091886e-01	-1.302668e+00	-4.754944e-01	-4.162292e+00	-3.534759e+00	2.504557e+00	-2.000610e-01	7.072235e-01	4.476616e-01	-4.266188e-01	4.297826e-01	-1.567227e+00
4.050000e-01	-4.302630e-01	1.002877e+00	-1.623155e-01	-1.160453e+00	1.163403e+00	1.231184e+00	3.102587e-02	-1.610855e-02	4.727000e-03	1.915504e+01	-1.056189e+01	-6.116691e+00	-1.043704e+05	8.389323e+04	-1.914015e+04	4.727000e-03	8.090974e+04	2.529709e+04	1.254398e+04	-1.124750e+04	1.573674e+03	2.825133e+03	-1.331911e+00	-1.428844e+00	-9.891937e-01	2.915333e-01	-2.359963e-01	-1.608189e+00	-4.708438e-01	4.641570e-01	-2.458684e-01	2.915333e-01	-2.359963e-01	-1.608189e+00	4.486179e-01	8.268608e+00	1.076962e+01	4.200319e-01	5.295417e-01	-3.557108e-01	5.131589e-01	-1.263545e+00	-4.223526e-01	-3.584941e+00	-3.719241e+00	4.039626e+00	-2.022389e-01	7.093238e-01	4.398754e-01	-4.457704e-01	4.116510e-01	-1.550934e+00
4.100000e-01	-4.091669e-01	1.006879e+00	-1.517664e-01	-1.151194e+00	1.184193e+00	1.221421e+00	3.196827e-02	-1.435414e-02	3.811966e-03	2.018666e+01	-9.150390e+00	-5.755067e+00	-1.042790e+05	8.195953e+04	-1.638862e+04	3.811966e-03	8.079067e+04	2.662511e+04	1.281927e+04	-9.997930e+03	1.241980e+03	2.675824e+03	-1.233831e+00	-1.477992e+00	-1.018973e+00	2.991912e-01	-1.840029e-01	-1.612450e+00	-4.693696e-01	4.631096e-01	-2.539105e-01	2.991912e-01	-1.840029e-01	-1.612450e+00	-1.676488e-01	8.875452e+00	1.085792e+01	4.225965e-01	5.233353e-01	-3.576862e-01	5.139393e-01	-1.220934e+00	-3.684396e-01	-2.956494e+00	-3.895871e+00	5.481526e+00	-2.045040e-01	7.113313e-01	4.321888e-01	-4.619269e-01	3.926365e-01	-1.527245e+00
4.150000e-01	-3.880748e-01	1.011008e+00	-1.426891e-01	-1.142134e+00	1.203313e+00	1.211615e+00	3.146399e-02	-1.192678e-02	2.856606e-03	2.101752e+01	-7.727631e+00	-5.424999e+00	-1.036531e+05	7.955234e+04	-1.366489e+04	2.856606e-03	8.035449e+04	2.785211e+04	1.299060e+04	-8.537922e+03	9.268590e+02	2.426182e+03	-1.131111e+00	-1.520112e+00	-1.047031e+00	3.060996e-01	-1.305265e-01	-1.609646e+00	-4.678586e-01	4.623251e-01	-2.619564e-01	3.060996e-01	-1.305265e-01	-1.609646e+00	-7.164960e-01	9.296322e+00	1.081990e+01	4.251581e-01	5.173471e-01	-3.593926e-01	5.118231e-01	-1.175754e+00	-3.143968e-01	-2.293872e+00	-4.057632e+00	6.801781e+00	-2.068409e-01	7.132418e-01	4.246371e-01	-4.748818e-01	3.727936e-01	-1.496685e+00
4.200000e-01	-3.670572e-01	1.015256e+00	-1.349848e-01	-1.133306e+00	1.220837e+00	1.201834e+00	2.968748e-02	-9.073235e-03	1.936285e-03	2.165199e+01	-6.328601e+00	-5.132909e+00	-1.025946e+05	7.679065e+04	-1.102731e+04	1.936285e-03	7.967824e+04	2.898849e+04	1.306800e+04	-6.908198e+03	6.422554e+02	2.077393e+03	-1.024729e+00	-1.555229e+00	-1.073535e+00	3.124195e-01	-7.602906e-02	-1.600212e+00	-4.663140e-01	4.618100e-01	-2.699722e-01	3.124195e-01	-7.602906e-02	-1.600212e+00	-1.188689e+00	9.542330e+00	1.066748e+01	4.277033e-01	5.115879e-01	-3.608306e-01	5.071632e-01	-1.128893e+00	-2.608192e-01	-1.613655e+00	-4.199518e+00	7.981950e+00	-2.092336e-01	7.150515e-01	4.172529e-01	-4.845096e-01	3.522059e-01	-1.459897e+00
4.250000e-01	-3.461791e-01	1.019620e+00	-1.285540e-01	-1.124736e+00	1.236849e+00	1.192141e+00	2.690510e-02	-6.048340e-03	1.108026e-03	2.210354e+01	-4.980591e+00	-4.881515e+00	-1.012139e+05	7.379186e+04	-8.520010e+03	1.108026e-03	7.884094e+04	3.005087e+04	1.306408e+04	-5.150466e+03	3.992240e+02	1.633931e+03	-9.156192e-01	-1.583523e+00	-1.098676e+00	3.183202e-01	-2.091766e-02	-1.584684e+00	-4.647384e-01	4.615685e-01	-2.779262e-01	3.183202e-01	-2.091766e-02	-1.584684e+00	-1.580568e+00	9.631775e+00	1.041572e+01	4.302203e-01	5.060640e-01	-3.620038e-01	5.003451e-01	-1.081171e+00	-2.082369e-01	-9.308968e-01	-4.318722e+00	9.013380e+00	-2.116654e-01	7.167569e-01	4.100657e-01	-4.907614e-01	3.309756e-01	-1.417592e+00
4.300000e-01	-3.254995e-01	1.024097e+00	-1.232982e-01	-1.116444e+00	1.251435e+00	1.182592e+00	2.342362e-02	-3.080362e-03	4.063159e-04	2.239187e+01	-3.702538e+00	-4.670126e+00	-9.961945e+04	7.066286e+04	-6.172362e+03	4.063159e-04	7.791715e+04	3.105984e+04	1.299240e+04	-3.304200e+03	2.056325e+02	1.102610e+03	-8.046364e-01	-1.605285e+00	-1.122651e+00	3.239671e-01	3.446347e-02	-1.563649e+00	-4.631335e-01	4.616027e-01	-2.857895e-01	3.239671e-01	3.446347e-02	-1.563649e+00	-1.893304e+00	9.587426e+00	1.008090e+01	4.326993e-01	5.007781e-01	-3.629184e-01	4.917611e-01	-1.033305e+00	-1.571034e-01	-2.583751e-01	-4.414523e+00	9.895872e+00	-2.141195e-01	7.183552e-01	4.031010e-01	-4.936555e-01	3.092140e-01	-1.370503e+00
4.350000e-01	-3.050709e-01	1.028688e+00	-1.191219e-01	-1.108440e+00	1.264681e+00	1.173239e+00	1.954444e-02	-3.492751e-04	-1.562472e-04	2.253999e+01	-2.505434e+00	-4.495218e+00	-9.791047e+04	6.749432e+04	-4.000286e+03	-1.562472e-04	7.697235e+04	3.203764e+04	1.286608e+04	-1.404472e+03	6.626528e+01	4.916433e+02	-6.925330e-01	-1.620883e+00	-1.145647e+00	3.295119e-01	8.983382e-02	-1.537712e+00	-4.615002e-01	4.619135e-01	-2.935362e-01	3.295119e-01	8.983382e-02	-1.537712e+00	-2.131819e+00	9.433968e+00	9.679014e+00	4.351324e-01	4.957295e-01	-3.635823e-01	4.817897e-01	-9.858998e-01	-1.077935e-01	3.937068e-01	-4.487985e+00	1.063573e+01	-2.165796e-01	7.198439e-01	3.963811e-01	-4.932662e-01	2.870316e-01	-1.319349e+00
4.400000e-01	-2.849393e-01	1.033393e+00	-1.159331e-01	-1.100729e+00	1.276675e+00	1.164126e+00	1.553120e-02	2.021268e-03	-5.849495e-04	2.257171e+01	-1.393449e+00	-4.351113e+00	-9.617196e+04	6.435810e+04	-2.008553e+03	-5.849495e-04	7.606041e+04	3.300636e+04	1.269682e+04	5.191493e+02	-1.680905e+01	-1.901488e+02	-5.799480e-01	-1.630722e+00	-1.167829e+00	3.350854e-01	1.449718e-01	-1.507460e+00	-4.598388e-01	4.625003e-01	-3.011431e-01	3.350854e-01	1.449718e-01	-1.507460e+00	-2.303624e+00	9.195925e+00	9.224643e+00	4.375134e-01	4.909150e-01	-3.640054e-01	4.707799e-01	-9.394393e-01	-6.060711e-02	1.017658e+00	-4.541554e+00	1.124366e+01	-2.190296e-01	7.212213e-01	3.899245e-01	-4.897116e-01	2.645310e-01	-1.264812e+00
4.450000e-01	-2.651445e-01	1.038218e+00	-1.136444e-01	-1.093313e+00	1.287498e+00	1.155294e+00	1.159273e-02	3.961070e-03	-8.975526e-04	2.250972e+01	-3.654012e-01	-4.230643e+00	-9.447244e+04	6.130709e+04	-1.935653e+02	-8.975526e-04	7.522257e+04	3.398642e+04	1.249430e+04	2.442779e+03	-4.374100e+01	-9.339015e+02	-4.674069e-01	-1.635216e+00	-1.189333e+00	3.407925e-01	1.997063e-01	-1.473445e+00	-4.581488e-01	4.633616e-01	-3.085900e-01	3.407925e-01	1.997063e-01	-1.473445e+00	-2.417745e+00	8.896168e+00	8.730288e+00	4.398379e-01	4.863290e-01	-3.641988e-01	4.590407e-01	-8.942908e-01	-1.577748e-02	1.607989e+00	-4.578643e+00	1.173279e+01	-2.214542e-01	7.224860e-01	3.837468e-01	-4.831424e-01	2.418006e-01	-1.207514e+00
4.500000e-01	-2.457202e-01	1.043168e+00	-1.121730e-01	-1.086188e+00	1.297229e+00	1.146777e+00	7.879259e-03	5.443990e-03	-1.118904e-03	2.237436e+01	5.837085e-01	-4.125736e+00	-9.286368e+04	5.837673e+04	1.453922e+03	-1.118904e-03	7.448781e+04	3.499557e+04	1.226590e+04	4.347764e+03	-1.638729e+01	-1.731036e+03	-3.553298e-01	-1.634766e+00	-1.210255e+00	3.467092e-01	2.539058e-01	-1.436165e+00	-4.564295e-01	4.644952e-01	-3.158594e-01	3.467092e-01	2.539058e-01	-1.436165e+00	-2.483838e+00	8.555016e+00	8.206110e+00	4.421029e-01	4.819644e-01	-3.641746e-01	4.468355e-01	-8.507155e-01	2.651833e-02	2.160978e+00	-4.603267e+00	1.211711e+01	-2.238389e-01	7.236370e-01	3.778604e-01	-4.737326e-01	2.189111e-01	-1.148014e+00
4.550000e-01	-2.266954e-01	1.048249e+00	-1.114409e-01	-1.079348e+00	1.305941e+00	1.138604e+00	4.487603e-03	6.476081e-03	-1.276475e-03	2.218290e+01	1.461288e+00	-4.027884e+00	-9.138160e+04	5.558747e+04	2.946407e+03	-1.276475e-03	7.387375e+04	3.604833e+04	1.201673e+04	6.219840e+03	6.214677e+01	-2.573380e+03	-2.440440e-01	-1.629744e+00	-1.230653e+00	3.528816e-01	3.074668e-01	-1.396061e+00	-4.546799e-01	4.658981e-01	-3.229360e-01	3.528816e-01	3.074668e-01	-1.396061e+00	-2.511520e+00	8.189804e+00	7.659957e+00	4.443064e-01	4.778132e-01	-3.639458e-01	4.343805e-01	-8.088811e-01	6.614811e-02	2.674200e+00	-4.619750e+00	1.241024e+01	-2.261700e-01	7.246736e-01	3.722752e-01	-4.616717e-01	1.959127e-01	-1.086801e+00
4.600000e-01	-2.080944e-01	1.053468e+00	-1.113749e-01	-1.072783e+00	1.313702e+00	1.130799e+00	1.471262e-03	7.084196e-03	-1.397160e-03	2.194926e+01	2.275963e+00	-3.928497e+00	-9.004788e+04	5.294754e+04	4.297714e+03	-1.397160e-03	7.338814e+04	3.715556e+04	1.174980e+04	8.048123e+03	1.878724e+02	-3.453127e+03	-1.337998e-01	-1.620483e+00	-1.250540e+00	3.593262e-01	3.603029e-01	-1.353518e+00	-4.528985e-01	4.675670e-01	-3.298064e-01	3.593262e-01	3.603029e-01	-1.353518e+00	-2.509915e+00	7.814802e+00	7.097600e+00	4.464475e-01	4.738665e-01	-3.635260e-01	4.218459e-01	-7.688767e-01	1.030139e-01	3.146091e+00	-4.632508e+00	1.262466e+01	-2.284348e-01	7.255953e-01	3.669988e-01	-4.471599e-01	1.728345e-01	-1.024302e+00
4.650000e-01	-1.899374e-01	1.058833e+00	-1.119060e-01	-1.066486e+00	1.320570e+00	1.123384e+00	-1.148104e-03	7.306788e-03	-1.505234e-03	2.168410e+01	3.036630e+00	-3.819164e+00	-8.887190e+04	5.045572e+04	5.521555e+03	-1.505234e-03	7.303025e+04	3.832433e+04	1.146626e+04	9.824083e+03	3.561815e+02	-4.362683e+03	-2.478587e-02	-1.607273e+00	-1.269889e+00	3.660307e-01	4.123340e-01	-1.308862e+00	-4.510843e-01	4.694980e-01	-3.364594e-01	3.660307e-01	4.123340e-01	-1.308862e+00	-2.487363e+00	7.441362e+00	6.523084e+00	4.485262e-01	4.701152e-01	-3.629290e-01	4.093584e-01	-7.307273e-01	1.370425e-01	3.575585e+00	-4.645900e+00	1.277120e+01	-2.306217e-01	7.264016e-01	3.620367e-01	-4.304044e-01	1.496839e-01	-9.608860e-01
4.700000e-01	-1.722417e-01	1.064352e+00	-1.129695e-01	-1.060444e+00	1.326602e+00	1.116375e+00	-3.370014e-03	7.187407e-03	-1.621179e-03	2.139506e+01	3.751745e+00	-3.691846e+00	-8.785263e+04	4.810379e+04	6.630526e+03	-1.621179e-03	7.279223e+04	3.955783e+04	1.116576e+04	1.154061e+04	5.620176e+02	-5.294453e+03	8.285483e-02	-1.590364e+00	-1.288631e+00	3.729559e-01	4.634777e-01	-1.262372e+00	-4.492360e-01	4.716870e-01	-3.428849e-01	3.729559e-01	4.634777e-01	-1.262372e+00	-2.451265e+00	7.078185e+00	5.939128e+00	4.505427e-01	4.665501e-01	-3.621693e-01	3.970056e-01	-6.944071e-01	1.681783e-01	3.961825e+00	-4.664130e+00	1.285887e+01	-2.327200e-01	7.270922e-01	3.573930e-01	-4.116180e-01	1.264472e-01	-8.968714e-01
4.750000e-01	-1.550220e-01	1.070032e+00	-1.145040e-01	-1.054648e+00	1.331846e+00	1.109787e+00	-5.206350e-03	6.770801e-03	-1.761169e-03	2.108710e+01	4.428796e+00	-3.539037e+00	-8.698034e+04	4.587865e+04	7.635467e+03	-1.761169e-03	7.266040e+04	4.085539e+04	1.084676e+04	1.319119e+04	7.999731e+02	-6.240600e+03	1.890113e-01	-1.569966e+00	-1.306659e+00	3.800375e-01	5.136415e-01	-1.214285e+00	-4.473527e-01	4.741292e-01	-3.490743e-01	3.800375e-01	5.136415e-01	-1.214285e+00	-2.408009e+00	6.731640e+00	5.347543e+00	4.524980e-01	4.631623e-01	-3.612613e-01	3.848408e-01	-6.598527e-01	1.963772e-01	4.303975e+00	-4.691182e+00	1.289485e+01	-2.347201e-01	7.276664e-01	3.530698e-01	-3.910180e-01	1.030902e-01	-8.325376e-01
4.800000e-01	-1.382907e-01	1.075881e+00	-1.164518e-01	-1.049086e+00	1.336343e+00	1.103629e+00	-6.674922e-03	6.101137e-03	-1.936791e-03	2.076294e+01	5.073942e+00	-3.353896e+00	-8.623815e+04	4.376417e+04	8.545116e+03	-1.936791e-03	7.261629e+04	4.221243e+04	1.050690e+04	1.476930e+04	1.064333e+03	-7.192817e+03	2.935924e-01	-1.546254e+00	-1.323829e+00	3.871889e-01	5.627170e-01	-1.164802e+00	-4.454340e-01	4.768194e-01	-3.550200e-01	3.871889e-01	5.627170e-01	-1.164802e+00	-2.362952e+00	6.406086e+00	4.749631e+00	4.543928e-01	4.599433e-01	-3.602198e-01	3.728880e-01	-6.269730e-01	2.216036e-01	4.601095e+00	-4.730775e+00	1.288452e+01	-2.366136e-01	7.281236e-01	3.490682e-01	-3.688267e-01	7.955968e-02	-7.681322e-01
4.850000e-01	-1.220587e-01	1.081904e+00	-1.187578e-01	-1.043750e+00	1.340129e+00	1.097910e+00	-7.795202e-03	5.221746e-03	-2.154967e-03	2.042351e+01	5.691771e+00	-3.130391e+00	-8.560335e+04	4.174258e+04	9.365981e+03	-2.154967e-03	7.263763e+04	4.362060e+04	1.014331e+04	1.626790e+04	1.349088e+03	-8.142125e+03	3.965165e-01	-1.519379e+00	-1.339966e+00	3.943035e-01	6.105755e-01	-1.114102e+00	-4.434797e-01	4.797518e-01	-3.607156e-01	3.943035e-01	6.105755e-01	-1.114102e+00	-2.320435e+00	6.104177e+00	4.146554e+00	4.562282e-01	4.568849e-01	-3.590598e-01	3.611468e-01	-5.956590e-01	2.438285e-01	4.852104e+00	-4.786325e+00	1.283174e+01	-2.383931e-01	7.284626e-01	3.453881e-01	-3.452714e-01	5.578472e-02	-7.038794e-01
4.900000e-01	-1.063361e-01	1.088105e+00	-1.213695e-01	-1.038630e+00	1.343234e+00	1.092634e+00	-8.585980e-03	4.175779e-03	-2.417931e-03	2.006835e+01	6.285149e+00	-2.863439e+00	-8.504863e+04	3.979573e+04	1.010239e+04	-2.417931e-03	7.269923e+04	4.506783e+04	9.752979e+03	1.767915e+04	1.647937e+03	-9.078743e+03	4.977039e-01	-1.489471e+00	-1.354867e+00	4.012585e-01	6.570655e-01	-1.062340e+00	-4.414905e-01	4.829200e-01	-3.661553e-01	4.012585e-01	6.570655e-01	-1.062340e+00	-2.283811e+00	5.827134e+00	3.539665e+00	4.580052e-01	4.539797e-01	-3.577963e-01	3.495977e-01	-5.657917e-01	2.630294e-01	5.055793e+00	-4.860898e+00	1.273903e+01	-2.400524e-01	7.286820e-01	3.420281e-01	-3.205857e-01	3.167812e-02	-6.399871e-01
4.950000e-01	-9.113172e-02	1.094488e+00	-1.242369e-01	-1.033718e+00	1.345684e+00	1.087804e+00	-9.064603e-03	3.007294e-03	-2.723170e-03	1.969610e+01	6.855164e+00	-2.549069e+00	-8.454321e+04	3.790606e+04	1.075669e+04	-2.723170e-03	7.277385e+04	4.653858e+04	9.333006e+03	1.899428e+04	1.954301e+03	-9.992026e+03	5.970710e-01	-1.456654e+00	-1.368306e+00	4.079179e-01	7.020117e-01	-1.009665e+00	-4.394675e-01	4.863166e-01	-3.713341e-01	4.079179e-01	7.020117e-01	-1.009665e+00	-2.255475e+00	5.574982e+00	2.930787e+00	4.597247e-01	4.512207e-01	-3.564444e-01	3.382068e-01	-5.372485e-01	2.791925e-01	5.210890e+00	-4.957165e+00	1.260789e+01	-2.415865e-01	7.287798e-01	3.389860e-01	-2.950090e-01	7.138401e-03	-5.766529e-01
5.000000e-01	-7.645423e-02	1.101054e+00	-1.273122e-01	-1.029006e+00	1.347497e+00	1.083419e+00	-9.247292e-03	1.762218e-03	-3.063524e-03	1.930489e+01	7.401131e+00	-2.184571e+00	-8.405395e+04	3.605745e+04	1.132950e+04	-3.063524e-03	7.283318e+04	4.801413e+04	8.880944e+03	2.020362e+04	2.261357e+03	-1.087050e+04	6.945269e-01	-1.421048e+00	-1.380041e+00	4.141366e-01	7.452156e-01	-9.562168e-01	-4.374125e-01	4.899333e-01	-3.762478e-01	4.141366e-01	7.452156e-01	-9.562168e-01	-2.236912e+00	5.346768e+00	2.322437e+00	4.613873e-01	4.486016e-01	-3.550194e-01	3.269305e-01	-5.099086e-01	2.923147e-01	5.316174e+00	-5.077341e+00	1.243908e+01	-2.429915e-01	7.287536e-01	3.362586e-01	-2.687873e-01	-1.794806e-02	-5.140682e-01
5.050000e-01	-6.231204e-02	1.107801e+00	-1.305496e-01	-1.024490e+00	1.348687e+00	1.079475e+00	-9.150300e-03	4.889087e-04	-3.427374e-03	1.889271e+01	7.920682e+00	-1.768642e+00	-8.354655e+04	3.423594e+04	1.182015e+04	-3.427374e-03	7.284880e+04	4.947314e+04	8.395041e+03	2.129679e+04	2.562107e+03	-1.170201e+04	7.899712e-01	-1.382781e+00	-1.389820e+00	4.197649e-01	7.864585e-01	-9.021361e-01	-4.353281e-01	4.937609e-01	-3.808929e-01	4.197649e-01	7.864585e-01	-9.021361e-01	-2.228735e+00	5.140759e+00	1.717984e+00	4.629935e-01	4.461166e-01	-3.535364e-01	3.157198e-01	-4.836579e-01	3.024082e-01	5.370600e+00	-5.223127e+00	1.223294e+01	-2.442650e-01	7.286003e-01	3.338416e-01	-2.421719e-01	-4.370465e-02	-4.524213e-01
5.100000e-01	-4.871360e-02	1.114728e+00	-1.339054e-01	-1.020162e+00	1.349263e+00	1.075968e+00	-8.791396e-03	-7.619837e-04	-3.799094e-03	1.845785e+01	8.409926e+00	-1.301507e+00	-8.298676e+04	3.243020e+04	1.222705e+04	-3.799094e-03	7.279324e+04	5.089227e+04	7.874479e+03	2.226301e+04	2.849494e+03	-1.247397e+04	8.832954e-01	-1.341998e+00	-1.397389e+00	4.246531e-01	8.255046e-01	-8.475658e-01	-4.332177e-01	4.977889e-01	-3.852666e-01	4.246531e-01	8.255046e-01	-8.475658e-01	-2.230749e+00	4.954621e+00	1.121734e+00	4.645434e-01	4.437606e-01	-3.520104e-01	3.045248e-01	-4.583920e-01	3.095045e-01	5.373458e+00	-5.395642e+00	1.198971e+01	-2.454055e-01	7.283161e-01	3.317298e-01	-2.154182e-01	-7.026170e-02	-3.918987e-01
5.150000e-01	-3.566765e-02	1.121826e+00	-1.373381e-01	-1.016021e+00	1.349230e+00	1.072888e+00	-8.191440e-03	-1.938562e-03	-4.159820e-03	1.799915e+01	8.863680e+00	-7.849812e-01	-8.234166e+04	3.063203e+04	1.254825e+04	-4.159820e-03	7.264110e+04	5.224707e+04	7.319544e+03	2.309157e+04	3.116553e+03	-1.317369e+04	9.743838e-01	-1.298864e+00	-1.402499e+00	4.286565e-01	8.621076e-01	-7.926537e-01	-4.310854e-01	5.020057e-01	-3.893667e-01	4.286565e-01	8.621076e-01	-7.926537e-01	-2.242022e+00	4.785608e+00	5.389318e-01	4.660370e-01	4.415287e-01	-3.504564e-01	2.932984e-01	-4.340188e-01	3.136588e-01	5.324510e+00	-5.595370e+00	1.170973e+01	-2.464131e-01	7.278967e-01	3.299172e-01	-1.887840e-01	-9.775350e-02	-3.326849e-01
